TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΣΚΕΠΑΖΩ,σκεπάζω,,σκεπάζω,"to cover, shelter","to cover, shelter","to cover, shelter",,,,,,http://logeion.uchicago.edu/index.html#σκεπάζω
ΣΚΕΠΑΝΟΝ,σκέπανον,,σκέπανον,a covering,a covering,a covering,,,,,,http://logeion.uchicago.edu/index.html#σκέπανον
ΣΚΕΠΑΝΟΣ,σκεπανός,,σκεπανός,sheltered,sheltered,sheltered,,,,,,http://logeion.uchicago.edu/index.html#σκεπανός
ΣΚΕΠΑΝΟΣ/2,σκέπανος,,σκέπανος,kind of tunny,kind of tunny,kind of tunny,,,,,,http://logeion.uchicago.edu/index.html#σκέπανος
ΣΚΕΠΑΡΝΗΔΟΝ,σκεπαρνηδόν,,σκεπαρνηδόν,like a σκέπαρνον II,like a σκέπαρνον II,like a σκέπαρνον II,,,,,,http://logeion.uchicago.edu/index.html#σκεπαρνηδόν
ΣΚΕΠΑΡΝΙΖΩ,σκεπαρνίζω,,σκεπαρνίζω,hew with an adze,hew with an adze,hew with an adze,,,,,,http://logeion.uchicago.edu/index.html#σκεπαρνίζω
ΣΚΕΠΑΡΝΙΟΝ,σκεπάρνιον,,σκεπάρνιον,"pier, 'piedroit'","pier, 'piedroit'","pier, 'piedroit'",,,,,,http://logeion.uchicago.edu/index.html#σκεπάρνιον
ΣΚΕΠΑΡΝΟΝ,σκέπαρνον,,σκέπαρνον,a carpenter's axe,a carpenter's axe,a carpenter's axe,,,,,,http://logeion.uchicago.edu/index.html#σκέπαρνον
ΣΚΕΠΑΣ,σκέπας,,σκέπας,"a covering, shelter","a covering, shelter","a covering, shelter",,,,,,http://logeion.uchicago.edu/index.html#σκέπας
ΣΚΕΠΑΣΙΣ,σκέπασις,,σκέπασις,protection,protection,protection,,,,,,http://logeion.uchicago.edu/index.html#σκέπασις
ΣΚΕΠΑΣΜΑ,σκέπασμα,,σκέπασμα,"a covering, shelter","a covering, shelter","a covering, shelter",,,,,,http://logeion.uchicago.edu/index.html#σκέπασμα
ΣΚΕΠΑΣΤΕΟΝ,σκεπαστέον,,σκεπαστέον,one must cover,one must cover,one must cover,,,,,,http://logeion.uchicago.edu/index.html#σκεπαστέον
ΣΚΕΠΑΣΤΗΡΙΟΣ,σκεπαστήριος,,σκεπαστήριος,"fitted for covering, defensive","fitted for covering, defensive","fitted for covering, defensive",,,,,,http://logeion.uchicago.edu/index.html#σκεπαστήριος
ΣΚΕΠΑΣΤΗΣ,σκεπαστής,,σκεπαστής,"shelterer, protector","shelterer, protector","shelterer, protector",,,,,,http://logeion.uchicago.edu/index.html#σκεπαστής
ΣΚΕΠΑΣΤΙΚΟΣ,σκεπαστικός,,σκεπαστικός,sheltering,sheltering,sheltering,,,,,,http://logeion.uchicago.edu/index.html#σκεπαστικός
ΣΚΕΠΑΣΤΟΣ,σκεπαστός,,σκεπαστός,covered,covered,covered,,,,,,http://logeion.uchicago.edu/index.html#σκεπαστός
ΣΚΕΠΑΣΤΡΑ,σκεπάστρα,,σκεπάστρα,surgical bandage,surgical bandage,surgical bandage,,,,,,http://logeion.uchicago.edu/index.html#σκεπάστρα
ΣΚΕΠΑΣΤΡΟΝ,σκέπαστρον,,σκέπαστρον,veil,veil,veil,,,,,,http://logeion.uchicago.edu/index.html#σκέπαστρον
ΣΚΕΠΑΩ,σκεπάω,,σκεπάω,"to cover, shelter","to cover, shelter","to cover, shelter",,,,,,http://logeion.uchicago.edu/index.html#σκεπάω
ΣΚΕΠΕΙΝΟΣ,σκεπεινός,,σκεπεινός,sheltered places,sheltered places,sheltered places,,,,,,http://logeion.uchicago.edu/index.html#σκεπεινός
ΣΚΕΠΗ,σκέπη,,σκέπη –ης ἡ,"a covering, shelter, protection","a covering, shelter, protection","a covering, shelter, protection",,,,,,http://logeion.uchicago.edu/index.html#σκέπη
ΣΚΕΠΤΕΟΝ,σκεπτέον,,σκεπτέον,one must reflect,one must reflect,one must reflect,,,,,,http://logeion.uchicago.edu/index.html#σκεπτέον
ΣΚΕΠΤΕΟΣ,σκεπτέος,,σκεπτέος,one must reflect,one must reflect,one must reflect,,,,,,http://logeion.uchicago.edu/index.html#σκεπτέος
ΣΚΕΠΤΗΡΙΟΝ,σκεπτήριον,,σκεπτήριον,proof,proof,proof,,,,,,http://logeion.uchicago.edu/index.html#σκεπτήριον
ΣΚΕΠΤΙΚΟΣ,σκεπτικός,,σκεπτικός,reflective,reflective,reflective,,,,,,http://logeion.uchicago.edu/index.html#σκεπτικός
ΣΚΕΡΒΟΛΛΩ,σκερβόλλω,,σκερβόλλω,"to scold, abuse","to scold, abuse","to scold, abuse",,,,,,http://logeion.uchicago.edu/index.html#σκερβόλλω
ΣΚΕΡΒΟΛΟΣ,σκέρβολος,,σκέρβολος,"scolding, abusive","scolding, abusive","scolding, abusive",,,,,,http://logeion.uchicago.edu/index.html#σκέρβολος
ΣΚΕΥΑ,σκευά,,σκευά,"gear, tackle","gear, tackle","gear, tackle",,,,,,http://logeion.uchicago.edu/index.html#σκευά
ΣΚΕΥΑΓΩΓΕΩ,σκευαγωγέω,,σκευαγωγέω,to carry away goods and chattels,to carry away goods and chattels,to carry away goods and chattels,,,,,,http://logeion.uchicago.edu/index.html#σκευαγωγέω
ΣΚΕΥΑΓΩΓΟΣ,σκευαγωγός,,σκευαγωγός,conveying goods,conveying goods,conveying goods,,,,,,http://logeion.uchicago.edu/index.html#σκευαγωγός
ΣΚΕΥΑΖΟΜΑΙ,σκευάζομαι,,σκευάζομαι,pack up and carry off beforehand,pack up and carry off beforehand,pack up and carry off beforehand,,,,,,http://logeion.uchicago.edu/index.html#σκευάζομαι
ΣΚΕΥΑΖΩ,σκευάζω,σκευαζω,σκευάζω σκευάσω ἐσκεύασα ἐσκεύακα ἐσκεύασμαι ἐσκευάσθην,prepare,"to prepare, make ready","to prepare, make ready",,,,,Verb,http://logeion.uchicago.edu/index.html#σκευάζω
ΣΚΕΥΑΡΙΟΝ,σκευάριον,,σκευάριον,a small vessel,a small vessel,a small vessel,,,,,,http://logeion.uchicago.edu/index.html#σκευάριον
ΣΚΕΥΑΣΙΑ,σκευασία,,σκευασία,"a preparing, dressing","a preparing, dressing","a preparing, dressing",,,,,,http://logeion.uchicago.edu/index.html#σκευασία
ΣΚΕΥΑΣΜΑ,σκεύασμα,,σκεύασμα,"preparation, dish","preparation, dish","preparation, dish",,,,,,http://logeion.uchicago.edu/index.html#σκεύασμα
ΣΚΕΥΑΣΤΕΟΝ,σκευαστέον,,σκευαστέον,one must prepare,one must prepare,one must prepare,,,,,,http://logeion.uchicago.edu/index.html#σκευαστέον
ΣΚΕΥΑΣΤΕΟΣ,σκευαστέος,,σκευαστέος,one must prepare,one must prepare,one must prepare,,,,,,http://logeion.uchicago.edu/index.html#σκευαστέος
ΣΚΕΥΑΣΤΗΣ,σκευαστής,,σκευαστής,preparer,preparer,preparer,,,,,,http://logeion.uchicago.edu/index.html#σκευαστής
ΣΚΕΥΑΣΤΟΣ,σκευαστός,,σκευαστός,"prepared by art, artificial","prepared by art, artificial","prepared by art, artificial",,,,,,http://logeion.uchicago.edu/index.html#σκευαστός
ΣΚΕΥΗ,σκευή,,σκευή –ῆς ἡ,"equipment, attire, apparel, dress","equipment, attire, apparel, dress","equipment, attire, apparel, dress",,,,,,http://logeion.uchicago.edu/index.html#σκευή
ΣΚΕΥΟΓΡΑΦΙΑ,σκευογραφία,,σκευογραφία,inventory,inventory,inventory,,,,,,http://logeion.uchicago.edu/index.html#σκευογραφία
ΣΚΕΥΟΓΡΑΦΙΚΟΣ,σκευογραφικός,,σκευογραφικός,descriptive of tools,descriptive of tools,descriptive of tools,,,,,,http://logeion.uchicago.edu/index.html#σκευογραφικός
ΣΚΕΥΟΘΗΚΗ,σκευοθήκη,,σκευοθήκη,"a tool-chest, arms-chest","a tool-chest, arms-chest","a tool-chest, arms-chest",,,,,,http://logeion.uchicago.edu/index.html#σκευοθήκη
ΣΚΕΥΟΠΛΑΣΙΑ,σκευοπλασία,,σκευοπλασία,"moulding of pots, pottery","moulding of pots, pottery","moulding of pots, pottery",,,,,,http://logeion.uchicago.edu/index.html#σκευοπλασία
ΣΚΕΥΟΠΛΑΣΤΙΚΟΣ,σκευοπλαστικός,,σκευοπλαστικός,potter's,potter's,potter's,,,,,,http://logeion.uchicago.edu/index.html#σκευοπλαστικός
ΣΚΕΥΟΠΟΙΕΩ,σκευοποιέω,,σκευοποιέω,to fabricate,to fabricate,to fabricate,,,,,,http://logeion.uchicago.edu/index.html#σκευοποιέω
ΣΚΕΥΟΠΟΙΗΜΑ,σκευοποίημα,,σκευοποίημα,the dress,the dress,the dress,,,,,,http://logeion.uchicago.edu/index.html#σκευοποίημα
ΣΚΕΥΟΠΟΙΙΑ,σκευοποιία,,σκευοποιία,preparing of masks and other stage-properties,preparing of masks and other stage-properties,preparing of masks and other stage-properties,,,,,,http://logeion.uchicago.edu/index.html#σκευοποιία
ΣΚΕΥΟΠΟΙΟΣ,σκευοποιός,,σκευοποιός,a maker of masks and other stage-properties,a maker of masks and other stage-properties,a maker of masks and other stage-properties,,,,,,http://logeion.uchicago.edu/index.html#σκευοποιός
ΣΚΕΥΟΠΩΛΗΣ,σκευοπώλης,,σκευοπώλης,one who sells,one who sells,one who sells,,,,,,http://logeion.uchicago.edu/index.html#σκευοπώλης
ΣΚΕΥΟΣ,σκεῦος,,σκεῦος,a vessel,a vessel,a vessel,,,,,,http://logeion.uchicago.edu/index.html#σκεῦος
ΣΚΕΥΟΤΡΙΨ,σκευότριψ,,σκευότριψ,one who breaks vessels,one who breaks vessels,one who breaks vessels,,,,,,http://logeion.uchicago.edu/index.html#σκευότριψ
ΣΚΕΥΟΥΡΓΙΑ,σκευουργία,,σκευουργία,"making of tools, implements","making of tools, implements","making of tools, implements",,,,,,http://logeion.uchicago.edu/index.html#σκευουργία
ΣΚΕΥΟΦΟΡΕΙΟΝ,σκευοφορεῖον,,σκευοφορεῖον,yoke resting on the shoulders for carrying pails,yoke resting on the shoulders for carrying pails,yoke resting on the shoulders for carrying pails,,,,,,http://logeion.uchicago.edu/index.html#σκευοφορεῖον
ΣΚΕΥΟΦΟΡΕΩ,σκευοφορέω,,σκευοφορέω,to carry baggage,to carry baggage,to carry baggage,,,,,,http://logeion.uchicago.edu/index.html#σκευοφορέω
ΣΚΕΥΟΦΟΡΙΚΟΣ,σκευοφορικός,,σκευοφορικός,of or for baggage-carrying,of or for baggage-carrying,of or for baggage-carrying,,,,,,http://logeion.uchicago.edu/index.html#σκευοφορικός
ΣΚΕΥΟΦΟΡΟΣ,σκευοφόρος,,σκευοφόρος –ον,carrying baggage,carrying baggage,carrying baggage,,,,,,http://logeion.uchicago.edu/index.html#σκευοφόρος
ΣΚΕΥΟΦΥΛΑΚΕΩ,σκευοφυλακέω,,σκευοφυλακέω,to watch the baggage,to watch the baggage,to watch the baggage,,,,,,http://logeion.uchicago.edu/index.html#σκευοφυλακέω
ΣΚΕΥΟΦΥΛΑΚΙΟΝ,σκευοφυλάκιον,,σκευοφυλάκιον,storehouse,storehouse,storehouse,,,,,,http://logeion.uchicago.edu/index.html#σκευοφυλάκιον
ΣΚΕΥΟΦΥΛΑΞ,σκευοφύλαξ,,σκευοφύλαξ,a storekeeper.,a storekeeper.,a storekeeper.,,,,,,http://logeion.uchicago.edu/index.html#σκευοφύλαξ
ΣΚΕΥΩΡΕΟΜΑΙ,σκευωρέομαι,,σκευωρέομαι,to look after the baggage,to look after the baggage,to look after the baggage,,,,,,http://logeion.uchicago.edu/index.html#σκευωρέομαι
ΣΚΕΥΩΡΗΜΑ,σκευώρημα,,σκευώρημα,"a fabrication, fraud","a fabrication, fraud","a fabrication, fraud",,,,,,http://logeion.uchicago.edu/index.html#σκευώρημα
ΣΚΕΥΩΡΙΑ,σκευωρία,,σκευωρία,attention to baggage,attention to baggage,attention to baggage,,,,,,http://logeion.uchicago.edu/index.html#σκευωρία
ΣΚΕΥΩΡΟΣ,σκευωρός,,σκευωρός,cura,cura,cura,,,,,,http://logeion.uchicago.edu/index.html#σκευωρός
ΣΚΕΨΙΣ,σκέψις,,σκέψις,"a viewing, perception by the senses","a viewing, perception by the senses","a viewing, perception by the senses",,,,,,http://logeion.uchicago.edu/index.html#σκέψις
ΣΚΗΝΑΡΧΕΩ,σκηναρχέω,,σκηναρχέω,to be camp-captain,to be camp-captain,to be camp-captain,,,,,,http://logeion.uchicago.edu/index.html#σκηναρχέω
ΣΚΗΝΑΩ,σκηνάω,,σκηνάω,"to dwell, live","to dwell, live","to dwell, live",,,,,,http://logeion.uchicago.edu/index.html#σκηνάω
ΣΚΗΝΕΙΟΝ,σκηνεῖον,,σκηνεῖον,tent-pole,tent-pole,tent-pole,,,,,,http://logeion.uchicago.edu/index.html#σκηνεῖον
ΣΚΗΝΕΥΟΜΑΙ,σκηνεύομαι,,σκηνεύομαι,"pretend, feign","pretend, feign","pretend, feign",,,,,,http://logeion.uchicago.edu/index.html#σκηνεύομαι
ΣΚΗΝΕΥΤΗΣ,σκηνευτής,,σκηνευτής,tent-dweller,tent-dweller,tent-dweller,,,,,,http://logeion.uchicago.edu/index.html#σκηνευτής
ΣΚΗΝΕΩ,σκηνέω,,σκηνέω,to be or dwell in a tent,to be or dwell in a tent,to be or dwell in a tent,,,,,,http://logeion.uchicago.edu/index.html#σκηνέω
ΣΚΗΝΗ,σκηνή,σκηνη,σκήνη –ης ἡ,"tent, stage","a covered place, a tent","a covered place, a tent",1,,,0,Noun,http://logeion.uchicago.edu/index.html#σκήνη
ΣΚΗΝΗΜΑ,σκήνημα,,σκήνημα,a dwelling-place,a dwelling-place,a dwelling-place,,,,,,http://logeion.uchicago.edu/index.html#σκήνημα
ΣΚΗΝΙΚΕΥΟΜΑΙ,σκηνικεύομαι,,σκηνικεύομαι,play a part as an actor,play a part as an actor,play a part as an actor,,,,,,http://logeion.uchicago.edu/index.html#σκηνικεύομαι
ΣΚΗΝΙΚΟΣ,σκηνικός,,σκηνικός,"of the stage, theatrical","of the stage, theatrical","of the stage, theatrical",,,,,,http://logeion.uchicago.edu/index.html#σκηνικός
ΣΚΗΝΙΤΗΣ,σκηνίτης,,σκηνίτης,a dweller in tents,a dweller in tents,a dweller in tents,,,,,,http://logeion.uchicago.edu/index.html#σκηνίτης
ΣΚΗΝΟΒΑΤΕΩ,σκηνοβατέω,,σκηνοβατέω,to bring on the stage,to bring on the stage,to bring on the stage,,,,,,http://logeion.uchicago.edu/index.html#σκηνοβατέω
ΣΚΗΝΟΓΡΑΦΕΩ,σκηνογραφέω,,σκηνογραφέω,"show as in a theatre, stage-manage","show as in a theatre, stage-manage","show as in a theatre, stage-manage",,,,,,http://logeion.uchicago.edu/index.html#σκηνογραφέω
ΣΚΗΝΟΓΡΑΦΙΑ,σκηνογραφία,,σκηνογραφία,scene-painting,scene-painting,scene-painting,,,,,,http://logeion.uchicago.edu/index.html#σκηνογραφία
ΣΚΗΝΟΓΡΑΦΙΚΟΣ,σκηνογραφικός,,σκηνογραφικός,for,for,for,,,,,,http://logeion.uchicago.edu/index.html#σκηνογραφικός
ΣΚΗΝΟΓΡΑΦΟΣ,σκηνογράφος,,σκηνογράφος,a scene-painter.,a scene-painter.,a scene-painter.,,,,,,http://logeion.uchicago.edu/index.html#σκηνογράφος
ΣΚΗΝΟΘΗΚΗ,σκηνοθήκη,,σκηνοθήκη,tent-store,tent-store,tent-store,,,,,,http://logeion.uchicago.edu/index.html#σκηνοθήκη
ΣΚΗΝΟΠΑΓΗΣ,σκηνοπαγής,,σκηνοπαγής,put together like a tent,put together like a tent,put together like a tent,,,,,,http://logeion.uchicago.edu/index.html#σκηνοπαγής
ΣΚΗΝΟΠΗΓΕΩ,σκηνοπηγέω,,σκηνοπηγέω,put up a tent,put up a tent,put up a tent,,,,,,http://logeion.uchicago.edu/index.html#σκηνοπηγέω
ΣΚΗΝΟΠΗΓΙΑ,σκηνοπηγία,,σκηνοπηγία,a setting up of tents: the Feast of Tents,a setting up of tents: the Feast of Tents,a setting up of tents: the Feast of Tents,,,,,,http://logeion.uchicago.edu/index.html#σκηνοπηγία
ΣΚΗΝΟΠΟΙΕΩ,σκηνοποιέω,,σκηνοποιέω,make a tent,make a tent,make a tent,,,,,,http://logeion.uchicago.edu/index.html#σκηνοποιέω
ΣΚΗΝΟΠΟΙΙΑ,σκηνοποιία,,σκηνοποιία,a pitching of tents,a pitching of tents,a pitching of tents,,,,,,http://logeion.uchicago.edu/index.html#σκηνοποιία
ΣΚΗΝΟΠΟΙΟΣ,σκηνοποιός,,σκηνοποιός,tent-making,tent-making,tent-making,,,,,,http://logeion.uchicago.edu/index.html#σκηνοποιός
ΣΚΗΝΟΡΡΑΦΕΙΟΝ,σκηνορραφεῖον,,σκηνορραφεῖον,workshop of a tentmaker,workshop of a tentmaker,workshop of a tentmaker,,,,,,http://logeion.uchicago.edu/index.html#σκηνορραφεῖον
ΣΚΗΝΟΡΡΑΦΟΣ,σκηνορράφος,,σκηνορράφος,sewing tents,sewing tents,sewing tents,,,,,,http://logeion.uchicago.edu/index.html#σκηνορράφος
ΣΚΗΝΟΣ,σκῆνος,,σκῆνος,the body,the body,the body,,,,,,http://logeion.uchicago.edu/index.html#σκῆνος
ΣΚΗΝΟΦΥΛΑΞ,σκηνοφύλαξ,,σκηνοφύλαξ,a watcher in a tent,a watcher in a tent,a watcher in a tent,,,,,,http://logeion.uchicago.edu/index.html#σκηνοφύλαξ
ΣΚΗΝΟΩ,σκηνόω,,σκηνόω,"to pitch tents, encamp","to pitch tents, encamp","to pitch tents, encamp",,,,,,http://logeion.uchicago.edu/index.html#σκηνόω
ΣΚΗΝΩΜΑ,σκήνωμα,,σκήνωμα,quarters,quarters,quarters,,,,,,http://logeion.uchicago.edu/index.html#σκήνωμα
ΣΚΗΝΩΣΙΣ,σκήνωσις,,σκήνωσις,construction of a tent,construction of a tent,construction of a tent,,,,,,http://logeion.uchicago.edu/index.html#σκήνωσις
ΣΚΗΝΩΤΗΣ,σκηνωτής,,σκηνωτής,comrade in a tent,comrade in a tent,comrade in a tent,,,,,,http://logeion.uchicago.edu/index.html#σκηνωτής
ΣΚΗΝΩΤΟΣ,σκηνωτός,,σκηνωτός,"represented on the stage, scenic","represented on the stage, scenic","represented on the stage, scenic",,,,,,http://logeion.uchicago.edu/index.html#σκηνωτός
ΣΚΗΠΑΝΗ,σκηπάνη,,σκηπάνη,staff,staff,staff,,,,,,http://logeion.uchicago.edu/index.html#σκηπάνη
ΣΚΗΠΑΝΙΟΝ,σκηπάνιον,,σκηπάνιον,staff (LSJ σκηπάνη),staff (LSJ σκηπάνη),staff (LSJ σκηπάνη),,,,,,http://logeion.uchicago.edu/index.html#σκηπάνιον
ΣΚΗΠΤΟΣ,σκηπτός,,σκηπτός –οῦ ὁ,a thunder-bolt,a thunder-bolt,a thunder-bolt,,,,,Noun,http://logeion.uchicago.edu/index.html#σκηπτός
ΣΚΗΠΤΟΥΧΙΑ,σκηπτουχία,,σκηπτουχία,the bearing a staff,the bearing a staff,the bearing a staff,,,,,,http://logeion.uchicago.edu/index.html#σκηπτουχία
ΣΚΗΠΤΟΥΧΟΣ,σκηπτοῦχος,,σκηπτοῦχος,bearing a staff,bearing a staff,bearing a staff,,,,,,http://logeion.uchicago.edu/index.html#σκηπτοῦχος
ΣΚΗΠΤΡΟΒΑΜΩΝ,σκηπτροβάμων,,σκηπτροβάμων,sitting on the sceptre,sitting on the sceptre,sitting on the sceptre,,,,,,http://logeion.uchicago.edu/index.html#σκηπτροβάμων
ΣΚΗΠΤΡΟΦΟΡΕΩ,σκηπτροφορέω,,σκηπτροφορέω,to rule over,to rule over,to rule over,,,,,,http://logeion.uchicago.edu/index.html#σκηπτροφορέω
ΣΚΗΠΤΡΟΦΟΡΟΣ,σκηπτροφόρος,,σκηπτροφόρος,"bearing a sceptre, kingly","bearing a sceptre, kingly","bearing a sceptre, kingly",,,,,,http://logeion.uchicago.edu/index.html#σκηπτροφόρος
ΣΚΗΡΙΠΤΟΜΑΙ,σκηρίπτομαι,,σκηρίπτομαι,to support oneself,to support oneself,to support oneself,,,,,,http://logeion.uchicago.edu/index.html#σκηρίπτομαι
ΣΚΗΡΙΠΤΩ,σκηρίπτω,,σκηρίπτω,"prop, fix, plant firmly","prop, fix, plant firmly","prop, fix, plant firmly",,,,,,http://logeion.uchicago.edu/index.html#σκηρίπτω
ΣΚΗΨΙΟΣ,Σκήψιος,,Σκήψιος,inhabitant of Scepsis,inhabitant of Scepsis,inhabitant of Scepsis,,,,,,http://logeion.uchicago.edu/index.html#Σκήψιος
ΣΚΗΨΙΣ,σκῆψις,,σκῆψις –εως ἡ,"a pretext, plea, excuse, pretence","a pretext, plea, excuse, pretence","a pretext, plea, excuse, pretence",,,,,,http://logeion.uchicago.edu/index.html#σκῆψις
ΣΚΗΨΙΣ/2,Σκῆψις,,Σκῆψις,Scepsis,Scepsis,Scepsis,,,,,,http://logeion.uchicago.edu/index.html#Σκῆψις
ΣΚΙΑ,σκιά,,σκιά –ᾶς ἡ,a shadow,a shadow,a shadow,1,,,0,Noun,http://logeion.uchicago.edu/index.html#σκιά
ΣΚΙΑΓΡΑΦΕΩ,σκιαγραφέω,,σκιαγραφέω,to draw with gradations of light and shade: to sketch out,to draw with gradations of light and shade: to sketch out,to draw with gradations of light and shade: to sketch out,,,,,,http://logeion.uchicago.edu/index.html#σκιαγραφέω
