TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΠΗΝΕΛΟΠΕΙΑ,Πηνελόπεια,,Πηνελόπεια,Penelope,Penelope,Penelope,,,,,,http://logeion.uchicago.edu/index.html#Πηνελόπεια
ΠΗΝΕΛΟΨ,πηνέλοψ,,πηνέλοψ,duck,duck,duck,,,,,,http://logeion.uchicago.edu/index.html#πηνέλοψ
ΠΗΝΗ,πήνη,,πήνη,the thread on the spool,the thread on the spool,the thread on the spool,,,,,,http://logeion.uchicago.edu/index.html#πήνη
ΠΗΝΗΚΗ,πηνήκη,,πηνήκη,"false hair, wig","false hair, wig","false hair, wig",,,,,,http://logeion.uchicago.edu/index.html#πηνήκη
ΠΗΝΗΚΙΖΩ,πηνηκίζω,,πηνηκίζω,"cheat, gull","cheat, gull","cheat, gull",,,,,,http://logeion.uchicago.edu/index.html#πηνηκίζω
ΠΗΝΗΚΙΣΜΑ,πηνήκισμα,,πηνήκισμα,fraud,fraud,fraud,,,,,,http://logeion.uchicago.edu/index.html#πηνήκισμα
ΠΗΝΙΖΟΜΑΙ,πηνίζομαι,,πηνίζομαι,to wind thread off a reel,to wind thread off a reel,to wind thread off a reel,,,,,,http://logeion.uchicago.edu/index.html#πηνίζομαι
ΠΗΝΙΚΑ,πηνίκα,,πηνίκα,at what point of time? at what hour?,at what point of time? at what hour?,at what point of time? at what hour?,,,,,,http://logeion.uchicago.edu/index.html#πηνίκα
ΠΗΝΙΟΝ,πηνίον,,πηνίον,the bobbin,the bobbin,the bobbin,,,,,,http://logeion.uchicago.edu/index.html#πηνίον
ΠΗΝΙΣΜΑ,πήνισμα,,πήνισμα,the woof on the spool,the woof on the spool,the woof on the spool,,,,,,http://logeion.uchicago.edu/index.html#πήνισμα
ΠΗΝΙΤΙΣ,πηνῖτις,,πηνῖτις,the weaver,the weaver,the weaver,,,,,,http://logeion.uchicago.edu/index.html#πηνῖτις
ΠΗΝΟΕΙΔΗΣ,πηνοειδής,,πηνοειδής,thread-like,thread-like,thread-like,,,,,,http://logeion.uchicago.edu/index.html#πηνοειδής
ΠΗΝΟΣ,πῆνος,,πῆνος,web,web,web,,,,,,http://logeion.uchicago.edu/index.html#πῆνος
ΠΗΞΙΘΑΛΑΤΤΑ,πηξιθάλαττα,,πηξιθάλαττα,she that freezes the sea,she that freezes the sea,she that freezes the sea,,,,,,http://logeion.uchicago.edu/index.html#πηξιθάλαττα
ΠΗΞΙΣ,πῆξις,,πῆξις,"a fixing, constructing","a fixing, constructing","a fixing, constructing",,,,,,http://logeion.uchicago.edu/index.html#πῆξις
ΠΗΟΣ,πηός,,πηός,a kinsman by marriage,a kinsman by marriage,a kinsman by marriage,,,,,,http://logeion.uchicago.edu/index.html#πηός
ΠΗΟΣΥΝΗ,πηοσύνη,,πηοσύνη,relationship by marriage,relationship by marriage,relationship by marriage,,,,,,http://logeion.uchicago.edu/index.html#πηοσύνη
ΠΗΡΑ,πήρα,,πήρα,"a leathern pouch, a wallet, scrip","a leathern pouch, a wallet, scrip","a leathern pouch, a wallet, scrip",,,,,,http://logeion.uchicago.edu/index.html#πήρα
ΠΗΡΕΙΗ,Πηρείη,,Πηρείη,Peria,Peria,Peria,,,,,,http://logeion.uchicago.edu/index.html#Πηρείη
ΠΗΡΗ,πήρη,,πήρη,knapsack,knapsack,knapsack,,,,,,http://logeion.uchicago.edu/index.html#πήρη
ΠΗΡΙΝ,πηρίν,,πηρίν,scrotum,scrotum,scrotum,,,,,,http://logeion.uchicago.edu/index.html#πηρίν
ΠΗΡΟΔΕΤΟΣ,πηρόδετος,,πηρόδετος,binding a wallet,binding a wallet,binding a wallet,,,,,,http://logeion.uchicago.edu/index.html#πηρόδετος
ΠΗΡΟΜΕΛΗΣ,πηρομελής,,πηρομελής,"disabled in the limbs, maimed","disabled in the limbs, maimed","disabled in the limbs, maimed",,,,,,http://logeion.uchicago.edu/index.html#πηρομελής
ΠΗΡΟΣ,πηρός,πηρος,πηρός –ά –όν,"maimed, disabled in limb","disabled in a limb, maimed","disabled in a limb, maimed",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#πηρός
ΠΗΡΟΩ,πηρόω,,πηρόω,"to lame, maim, mutilate","to lame, maim, mutilate","to lame, maim, mutilate",,,,,,http://logeion.uchicago.edu/index.html#πηρόω
ΠΗΡΩ,Πηρώ,,Πηρώ,"Pero, daughter of Neleus by Chloris","Pero, daughter of Neleus by Chloris","Pero, daughter of Neleus by Chloris",,,,,,http://logeion.uchicago.edu/index.html#Πηρώ
ΠΗΡΩΔΗΣ,πηρώδης,,πηρώδης,maimed,maimed,maimed,,,,,,http://logeion.uchicago.edu/index.html#πηρώδης
ΠΗΡΩΜΑ,πήρωμα,,πήρωμα,mutilated,mutilated,mutilated,,,,,,http://logeion.uchicago.edu/index.html#πήρωμα
ΠΗΡΩΝΥΜΟΣ,πηρώνυμος,,πηρώνυμος,named after a wallet,named after a wallet,named after a wallet,,,,,,http://logeion.uchicago.edu/index.html#πηρώνυμος
ΠΗΡΩΣΙΣ,πήρωσις,,πήρωσις,"a being maimed, mutilation, imperfection","a being maimed, mutilation, imperfection","a being maimed, mutilation, imperfection",,,,,,http://logeion.uchicago.edu/index.html#πήρωσις
ΠΗΧΙΖΩ,πηχίζω,,πηχίζω,measure by the cubit,measure by the cubit,measure by the cubit,,,,,,http://logeion.uchicago.edu/index.html#πηχίζω
ΠΗΧΙΣΜΑ,πήχισμα,,πήχισμα,cubit-measure,cubit-measure,cubit-measure,,,,,,http://logeion.uchicago.edu/index.html#πήχισμα
ΠΗΧΙΣΜΟΣ,πηχισμός,,πηχισμός,measuring by the cubit,measuring by the cubit,measuring by the cubit,,,,,,http://logeion.uchicago.edu/index.html#πηχισμός
ΠΗΧΥΑΙΟΣ,πηχυαῖος,,πηχυαῖος,a cubit long,a cubit long,a cubit long,,,,,,http://logeion.uchicago.edu/index.html#πηχυαῖος
ΠΗΧΥΙΟΣ,πήχυιος,,πήχυιος,but a span,but a span,but a span,,,,,,http://logeion.uchicago.edu/index.html#πήχυιος
ΠΗΧΥΝΟΜΑΙ,πηχύνομαι,,πηχύνομαι,to take into one's arms,to take into one's arms,to take into one's arms,,,,,,http://logeion.uchicago.edu/index.html#πηχύνομαι
ΠΗΧΥΝΩ,πηχύνω,,πηχύνω,"take in one's arms, embrace","take in one's arms, embrace","take in one's arms, embrace",,,,,,http://logeion.uchicago.edu/index.html#πηχύνω
ΠΗΧΥΣ,πῆχυς,,πῆχυς –εως ὁ,the fore-arm,the fore-arm,the fore-arm,,,,,,http://logeion.uchicago.edu/index.html#πῆχυς
ΠΙ,πῖ,,πῖ,lepus.,lepus.,lepus.,,,,,,http://logeion.uchicago.edu/index.html#πῖ
ΠΙΑΙΝΩ,πιαίνω,,πιαίνω,"to make fat, fatten","to make fat, fatten","to make fat, fatten",,,,,,http://logeion.uchicago.edu/index.html#πιαίνω
ΠΙΑΝΤΗΡΙΟΣ,πιαντηριος,,πιαντηριος,fattening,fattening,fattening,,,,,,http://logeion.uchicago.edu/index.html#πιαντηριος
ΠΙΑΡ,πῖαρ,,πῖαρ,fat,fat,fat,,,,,,http://logeion.uchicago.edu/index.html#πῖαρ
ΠΙΑΡΟΣ,πιαρός,,πιαρός,fat,fat,fat,,,,,,http://logeion.uchicago.edu/index.html#πιαρός
ΠΙΑΣΜΑ,πίασμα,,πίασμα,that which makes fat,that which makes fat,that which makes fat,,,,,,http://logeion.uchicago.edu/index.html#πίασμα
ΠΙΑΣΜΑ/2,πίασμα2,,πίασμα2,pulpy mass after pressing; juice,pulpy mass after pressing; juice,pulpy mass after pressing; juice,,,,,,http://logeion.uchicago.edu/index.html#πίασμα2
ΠΙΑΣΜΟΣ,πιασμός,,πιασμός,"fatness, fat","fatness, fat","fatness, fat",,,,,,http://logeion.uchicago.edu/index.html#πιασμός
ΠΙΒΡΑΤΟΣ,πιβρᾶτος,,πιβρᾶτος,privatus,privatus,privatus,,,,,,http://logeion.uchicago.edu/index.html#πιβρᾶτος
ΠΙΓΓΑΛΟΣ,πίγγαλος,,πίγγαλος,lizard,lizard,lizard,,,,,,http://logeion.uchicago.edu/index.html#πίγγαλος
ΠΙΓΚΕΡΝΗΣ,πιγκέρνης,,πιγκέρνης,"pincerna, cupbearer","pincerna, cupbearer","pincerna, cupbearer",,,,,,http://logeion.uchicago.edu/index.html#πιγκέρνης
ΠΙΔΑΚΙΤΙΣ,πιδακῖτις,,πιδακῖτις,growing at,growing at,growing at,,,,,,http://logeion.uchicago.edu/index.html#πιδακῖτις
ΠΙΔΑΚΟΕΙΣ,πιδακόεις,,πιδακόεις,gushing,gushing,gushing,,,,,,http://logeion.uchicago.edu/index.html#πιδακόεις
ΠΙΔΑΚΩΔΗΣ,πιδακώδης,,πιδακώδης,full of springs,full of springs,full of springs,,,,,,http://logeion.uchicago.edu/index.html#πιδακώδης
ΠΙΔΑΞ,πῖδαξ,,πῖδαξ,"a spring, fountain","a spring, fountain","a spring, fountain",,,,,,http://logeion.uchicago.edu/index.html#πῖδαξ
ΠΙΔΗΕΙΣ,πιδήεις,,πιδήεις,rich in springs,rich in springs,rich in springs,,,,,,http://logeion.uchicago.edu/index.html#πιδήεις
ΠΙΔΗΕΙΣ/2,πῖδηεις,,πῖδηεις,rich in springs,rich in springs,rich in springs,,,,,,http://logeion.uchicago.edu/index.html#πῖδηεις
ΠΙΔΥΤΗΣ,Πιδύτης,,Πιδύτης,Pidytes,Pidytes,Pidytes,,,,,,http://logeion.uchicago.edu/index.html#Πιδύτης
ΠΙΔΥΩ,πιδύω,,πιδύω,to gush forth,to gush forth,to gush forth,,,,,,http://logeion.uchicago.edu/index.html#πιδύω
ΠΙΕΖΩ,πιέζω,,πιέζω πιέσω ἐπίεσα πεπίεκα πεπίεσμαι ἐπιέσθην,"to press, squeeze, press tight","to press, squeeze, press tight","to press, squeeze, press tight",,,,,,http://logeion.uchicago.edu/index.html#πιέζω
ΠΙΕΙΡΑ,πίειρα,,πίειρα,"fat, rich","fat, rich","fat, rich",,,,,,http://logeion.uchicago.edu/index.html#πίειρα
ΠΙΕΡΙΑ,Πιερία,,Πιερία,Pieria,Pieria,Pieria,,,,,,http://logeion.uchicago.edu/index.html#Πιερία
ΠΙΕΡΙΔΕΣ,Πιερίδες,,Πιερίδες,the Pierides,the Pierides,the Pierides,,,,,,http://logeion.uchicago.edu/index.html#Πιερίδες
ΠΙΕΡΙΗ,Πιερίη,,Πιερίη,Pieria,Pieria,Pieria,,,,,,http://logeion.uchicago.edu/index.html#Πιερίη
ΠΙΕΡΙΗΘΕΝ,Πιερίηθεν,,Πιερίηθεν,from Pieria,from Pieria,from Pieria,,,,,,http://logeion.uchicago.edu/index.html#Πιερίηθεν
ΠΙΕΡΙΚΟΣ,Πιερικός,,Πιερικός,of Pieria,of Pieria,of Pieria,,,,,,http://logeion.uchicago.edu/index.html#Πιερικός
ΠΙΕΣΙΜΟΣ,πιέσιμος,,πιέσιμος,pressing,pressing,pressing,,,,,,http://logeion.uchicago.edu/index.html#πιέσιμος
ΠΙΕΣΙΣ,πίεσις,,πίεσις,"squeezing, compression","squeezing, compression","squeezing, compression",,,,,,http://logeion.uchicago.edu/index.html#πίεσις
ΠΙΕΣΜΑ,πίεσμα,,πίεσμα,pressure,pressure,pressure,,,,,,http://logeion.uchicago.edu/index.html#πίεσμα
ΠΙΕΣΜΟΣ,πιεσμός,,πιεσμός,"constraint, pressure","constraint, pressure","constraint, pressure",,,,,,http://logeion.uchicago.edu/index.html#πιεσμός
ΠΙΕΣΤΕΟΣ,πιεστέος,,πιεστέος,to be pressed,to be pressed,to be pressed,,,,,,http://logeion.uchicago.edu/index.html#πιεστέος
ΠΙΕΣΤΗΡ,πιεστήρ,,πιεστήρ,squeezer : press,squeezer : press,squeezer : press,,,,,,http://logeion.uchicago.edu/index.html#πιεστήρ
ΠΙΕΣΤΗΡΙΟΣ,πιεστήριος,,πιεστήριος,"pressing, squeezing","pressing, squeezing","pressing, squeezing",,,,,,http://logeion.uchicago.edu/index.html#πιεστήριος
ΠΙΕΣΤΟΣ,πιεστός,,πιεστός,compressible,compressible,compressible,,,,,,http://logeion.uchicago.edu/index.html#πιεστός
ΠΙΘΑΚΝΗ,πιθάκνη,,πιθάκνη,a wine-cask,a wine-cask,a wine-cask,,,,,,http://logeion.uchicago.edu/index.html#πιθάκνη
ΠΙΘΑΝΟΛΟΓΕΩ,πιθανολογέω,,πιθανολογέω,to use probable arguments,to use probable arguments,to use probable arguments,,,,,,http://logeion.uchicago.edu/index.html#πιθανολογέω
ΠΙΘΑΝΟΛΟΓΗΜΑ,πιθανολόγημα,,πιθανολόγημα,probable argument,probable argument,probable argument,,,,,,http://logeion.uchicago.edu/index.html#πιθανολόγημα
ΠΙΘΑΝΟΛΟΓΙΑ,πιθανολογία,,πιθανολογία,the use of probable arguments,the use of probable arguments,the use of probable arguments,,,,,,http://logeion.uchicago.edu/index.html#πιθανολογία
ΠΙΘΑΝΟΛΟΓΙΚΗ,πιθανολογική,,πιθανολογική,art of using probable,art of using probable,art of using probable,,,,,,http://logeion.uchicago.edu/index.html#πιθανολογική
ΠΙΘΑΝΟΛΟΓΟΣ,πιθανολόγος,,πιθανολόγος,speaking so as to persuade.,speaking so as to persuade.,speaking so as to persuade.,,,,,,http://logeion.uchicago.edu/index.html#πιθανολόγος
ΠΙΘΑΝΟΠΟΙΕΩ,πιθανοποιέω,,πιθανοποιέω,sharpen the wits of one,sharpen the wits of one,sharpen the wits of one,,,,,,http://logeion.uchicago.edu/index.html#πιθανοποιέω
ΠΙΘΑΝΟΣ,πιθανός,,πιθανός –ή –όν,calculated to persuade;,calculated to persuade;,calculated to persuade;,,,,,,http://logeion.uchicago.edu/index.html#πιθανός
ΠΙΘΑΝΟΤΗΣ,πιθανότης,,πιθανότης,persuasiveness,persuasiveness,persuasiveness,,,,,,http://logeion.uchicago.edu/index.html#πιθανότης
ΠΙΘΑΝΟΥΡΓΙΑ,πιθανουργία,,πιθανουργία,faculty of persuasion,faculty of persuasion,faculty of persuasion,,,,,,http://logeion.uchicago.edu/index.html#πιθανουργία
ΠΙΘΑΝΟΥΡΓΙΚΟΣ,πιθανουργικός,,πιθανουργικός,having the faculty of persuasion,having the faculty of persuasion,having the faculty of persuasion,,,,,,http://logeion.uchicago.edu/index.html#πιθανουργικός
ΠΙΘΑΝΟΥΡΓΟΣ,πιθανουργός,,πιθανουργός,making probable,making probable,making probable,,,,,,http://logeion.uchicago.edu/index.html#πιθανουργός
ΠΙΘΑΝΟΩ,πιθανόω,,πιθανόω,to make probable,to make probable,to make probable,,,,,,http://logeion.uchicago.edu/index.html#πιθανόω
ΠΙΘΕΩ,πιθέω,,πιθέω,obey,obey,obey,,,,,,http://logeion.uchicago.edu/index.html#πιθέω
ΠΙΘΗΚΕΙΟΣ,πιθήκειος,,πιθήκειος,"of an ape, ape-like","of an ape, ape-like","of an ape, ape-like",,,,,,http://logeion.uchicago.edu/index.html#πιθήκειος
ΠΙΘΗΚΙΔΕΥΣ,πιθηκιδεύς,,πιθηκιδεύς,young ape,young ape,young ape,,,,,,http://logeion.uchicago.edu/index.html#πιθηκιδεύς
ΠΙΘΗΚΙΖΩ,πιθηκίζω,,πιθηκίζω,play the ape,play the ape,play the ape,,,,,,http://logeion.uchicago.edu/index.html#πιθηκίζω
ΠΙΘΗΚΙΟΝ,πιθήκιον,,πιθήκιον,pithecium,pithecium,pithecium,,,,,,http://logeion.uchicago.edu/index.html#πιθήκιον
ΠΙΘΗΚΙΣΜΟΣ,πιθηκισμός,,πιθηκισμός,"a playing the ape, playing monkey's tricks","a playing the ape, playing monkey's tricks","a playing the ape, playing monkey's tricks",,,,,,http://logeion.uchicago.edu/index.html#πιθηκισμός
ΠΙΘΗΚΟΕΙΔΗΣ,πιθηκοειδής,,πιθηκοειδής,ape-like,ape-like,ape-like,,,,,,http://logeion.uchicago.edu/index.html#πιθηκοειδής
ΠΙΘΗΚΟΜΟΡΦΟΣ,πιθηκόμορφος,,πιθηκόμορφος,ape-shaped,ape-shaped,ape-shaped,,,,,,http://logeion.uchicago.edu/index.html#πιθηκόμορφος
ΠΙΘΗΚΟΣ,πίθηκος,,πίθηκος,"an ape, monkey","an ape, monkey","an ape, monkey",,,,,,http://logeion.uchicago.edu/index.html#πίθηκος
ΠΙΘΗΚΟΥΣΣΑΙ,Πιθηκοῦσσαι,,Πιθηκοῦσσαι,Ape-islands,Ape-islands,Ape-islands,,,,,,http://logeion.uchicago.edu/index.html#Πιθηκοῦσσαι
ΠΙΘΗΚΟΦΑΓΕΩ,πιθηκοφαγέω,,πιθηκοφαγέω,to eat ape's flesh,to eat ape's flesh,to eat ape's flesh,,,,,,http://logeion.uchicago.edu/index.html#πιθηκοφαγέω
ΠΙΘΗΚΟΦΟΡΟΣ,πιθηκοφόρος,,πιθηκοφόρος,carrying apes,carrying apes,carrying apes,,,,,,http://logeion.uchicago.edu/index.html#πιθηκοφόρος
ΠΙΘΗΞ,πίθηξ,,πίθηξ,dwarf,dwarf,dwarf,,,,,,http://logeion.uchicago.edu/index.html#πίθηξ
ΠΙΘΙΑΣ,πιθίας,,πιθίας,jar-shaped comet,jar-shaped comet,jar-shaped comet,,,,,,http://logeion.uchicago.edu/index.html#πιθίας
ΠΙΘΙΤΙΣ,πιθῖτις,,πιθῖτις,"corn poppy, Papaver Rhoeas","corn poppy, Papaver Rhoeas","corn poppy, Papaver Rhoeas",,,,,,http://logeion.uchicago.edu/index.html#πιθῖτις
ΠΙΘΟΕΙΔΗΣ,πιθοειδής,,πιθοειδής,cask-shaped,cask-shaped,cask-shaped,,,,,,http://logeion.uchicago.edu/index.html#πιθοειδής
ΠΙΘΟΙΓΙΑ,πιθοίγια,,πιθοίγια,festival at the opening of casks,festival at the opening of casks,festival at the opening of casks,,,,,,http://logeion.uchicago.edu/index.html#πιθοίγια
ΠΙΘΟΣ,πίθος,,πίθος ὁ,a wine-jar,a wine-jar,a wine-jar,,,,,,http://logeion.uchicago.edu/index.html#πίθος
ΠΙΘΟΣ/2,πιθός,,πιθός,persuasive (πιθανός),persuasive (πιθανός),persuasive (πιθανός),,,,,,http://logeion.uchicago.edu/index.html#πιθός
ΠΙΘΩΔΗΣ,πιθώδης,,πιθώδης,like a jar,like a jar,like a jar,,,,,,http://logeion.uchicago.edu/index.html#πιθώδης
ΠΙΘΩΝ,πιθών,,πιθών,a cellar,a cellar,a cellar,,,,,,http://logeion.uchicago.edu/index.html#πιθών
ΠΙΘΩΝ/2,πίθων,,πίθων,a little ape,a little ape,a little ape,,,,,,http://logeion.uchicago.edu/index.html#πίθων
ΠΙΚΡΑ,πίκρα,,πίκρα,antidote,antidote,antidote,,,,,,http://logeion.uchicago.edu/index.html#πίκρα
ΠΙΚΡΑΖΩ,πικράζω,,πικράζω,taste bitter,taste bitter,taste bitter,,,,,,http://logeion.uchicago.edu/index.html#πικράζω
ΠΙΚΡΑΙΝΩ,πικραίνω,,πικραίνω,to make sharp,to make sharp,to make sharp,,,,,,http://logeion.uchicago.edu/index.html#πικραίνω
ΠΙΚΡΑΝΤΙΚΟΣ,πικραντικός,,πικραντικός,disposed to bitterness.,disposed to bitterness.,disposed to bitterness.,,,,,,http://logeion.uchicago.edu/index.html#πικραντικός
ΠΙΚΡΑΣΜΟΣ,πικρασμός,,πικρασμός,bitterness : bitter feeling,bitterness : bitter feeling,bitterness : bitter feeling,,,,,,http://logeion.uchicago.edu/index.html#πικρασμός
ΠΙΚΡΙΑ,πικρία,,πικρία,bitterness,bitterness,bitterness,,,,,,http://logeion.uchicago.edu/index.html#πικρία
ΠΙΚΡΙΔΙΟΝ,πικρίδιον,,πικρίδιον,"endive, Cichorium Endivia","endive, Cichorium Endivia","endive, Cichorium Endivia",,,,,,http://logeion.uchicago.edu/index.html#πικρίδιον
ΠΙΚΡΙΔΙΟΣ,πικρίδιος,,πικρίδιος,somewhat bitter,somewhat bitter,somewhat bitter,,,,,,http://logeion.uchicago.edu/index.html#πικρίδιος
ΠΙΚΡΙΖΩ,πικρίζω,,πικρίζω,to be or taste bitter,to be or taste bitter,to be or taste bitter,,,,,,http://logeion.uchicago.edu/index.html#πικρίζω
ΠΙΚΡΙΣ,πικρίς,,πικρίς,"ox-tongue, Helminthia sepioides","ox-tongue, Helminthia sepioides","ox-tongue, Helminthia sepioides",,,,,,http://logeion.uchicago.edu/index.html#πικρίς
ΠΙΚΡΟΓΑΜΟΣ,πικρόγαμος,,πικρόγαμος,miserably married,miserably married,miserably married,,,,,,http://logeion.uchicago.edu/index.html#πικρόγαμος
ΠΙΚΡΟΓΛΩΣΣΟΣ,πικρόγλωσσος,,πικρόγλωσσος,of sharp,of sharp,of sharp,,,,,,http://logeion.uchicago.edu/index.html#πικρόγλωσσος
ΠΙΚΡΟΚΑΡΠΟΣ,πικρόκαρπος,,πικρόκαρπος,bearing bitter fruit,bearing bitter fruit,bearing bitter fruit,,,,,,http://logeion.uchicago.edu/index.html#πικρόκαρπος
